jobType|header|jobDetail|salary|workExp|edu|tool|welfare|area|date|link|final_salary
數據分析師|庫存管理及數據分析師|"此職位需要和美國各處的銷售點保有良性的溝通, 並且能夠時時刻刻了解當地的銷售量及庫存狀況, 安排至之職位如下:
1. 時時刻刻掌握美國六個倉庫的庫存狀況, 並提出採購建議
2. 假設有特定商品忽然大量出貨, 能即時提出警示, 並協調調或下單
3. 了解美國端採購的習性, 並作為台美兩公司的協調窗口
4. 熟悉Excel 的使用, 並且能夠製作分析報表
5. 對數字有一定程度的敏感度, 能主動發現問題
                                 "|月薪40,000~45,000元|不拘|大學、碩士|Excel|"1. 享健保、勞保、勞退新制
2. 三節禮金、年終獎金
3. 週休二日、特休、年假
4. 員工聚餐
5. 員工旅遊
6. 英文課/ 瑜珈課
"|新北市新莊區|2025-04-02|https://www.104.com.tw/job/8mzlh?jobsource=m_index_s|40000
數據分析師|SEO優化工程師|"1.熟悉HTML、CSS、Javascript、PHP、Wordpress，建立網站優化操作。
2.負責網站的SEO優化，包含：關鍵字部署規劃、內部連結調整、頁面結構、外鏈建設、撰寫SEO文章等。
3.對行業熱點和趨勢進行分析，及研究、監控同行競爭對手優化手段進行分析。（面向歐洲）
4.製定SEO優化方案，定位關鍵字的難易度及操作排名所需時間，組織實施優化方案。
5.善於利用多種SEO推廣手段及工具軟體，佈局長尾關鍵字並逐步提升網站在搜尋引擎的權重和流量引入。
6.熟悉Google SEO工具，能對網站流量進行數據分析，追蹤及分析頁面流量轉化數據，且能針對用戶行為提出改善建議。
7.⁠ ⁠擁有良好的溝通能力、執行力、積極及強烈的責任心，並具備團隊合作能力者。
8.⁠ ⁠其它主管交辦事項。"|月薪50,000元以上|2年以上|專科、大學|HTML, CSS, Google Analytics|"◆ 制度類 ◆
-全公司每年依個人表現調薪
-久任獎金
◆ 保險 ◆
-勞保 / 健保／勞退
-團保（含員工職災險、意外醫療、癌症險）
◆ 獎金 / 禮品類 ◆
-年終獎金
-三節禮金(中秋/端午/開工)
-生日禮金
-每季電影票二張
◆ 休閒類 ◆
-每月部門聚餐
-每月慶生會
-不定期員工旅遊
-不定期節慶活動
◆ 請 / 休假制度(依在職比例) ◆
-到職過試用期後，第一年即給十天特休
-每年不扣薪病假三天
◆ 補助類 ◆
-結婚禮金
-生育津貼
-喪葬津貼
-住院慰問金
◆ 其他福利 ◆
-免費咖啡/飲品/零食 盡情享用
-員工健康檢查"|台北市中山區|2025-04-02|https://www.104.com.tw/job/8od6g?jobsource=m_index_s|50000
數據分析師|數據分析師|"1.彙整內外部資料，運用統計或機器學習技術，洞察資料價值
2.運用視覺化分析結果，並提出觀點與建議
3.數位系統維護操作
4.其他主管交辦事項

熟悉MS SQL且具資料庫程式設計經驗者佳"|月薪35,000~45,000元|不拘|大學、碩士|MS SQL|"◆ 職工福利委員會
　1.三節獎金/禮品
　2.上下半年慶生禮品
　3.生育津貼、喪葬津貼
　4.不定期活動辦理
◆ 津貼類
　1.採樣工作津貼
　2.夏季戶外工作津貼
　3.工安人員津貼
◆ 休閒類
　1.定期國內旅遊
　2.國外旅遊補助
　3.部門聚餐
◆ 請 / 休假制度
　1.週休二日
　2.特休/年假
　3.陪產(檢)假
　4.女性同仁生理假
　5.原住民同仁歲時祭儀假
◆ 其他
　1.彈性上下班
　2.內部/外部教育訓練、證照培訓　
　3.定期健康檢查
　4.提供員工團膳(午餐燴、輕食)優惠訂購選擇
　5.醫師、護理師定期駐點提供健康諮詢
　6.視障按摩師於公司駐點為同仁提供按摩服務"|高雄市前鎮區|2025-04-02|https://www.104.com.tw/job/8ocke?jobsource=m_index_s|35000
數據分析師|數據工程師(土城區)|"1.依照業務需求分析設計，製作報表
2.資料庫規劃與資料結構設計，各項數據資料盤點與蒐集，並進行資料模型設計與管理
3.支援各類型來源資料串接、資料轉檔，清洗整理，完善資料倉儲
4.資料 ETL 流程自動化規劃、設計、開發，BI報表規劃及設計"|月薪35,000~55,000元|3年以上|大學、碩士|ETL, MS SQL, PL/SQL, Oracle|"TBC的文化建立在企業精神、團隊合作、紀律、和獎勵員工之上。
我們深信，在每一位熱心工作的員工背後，都有家人的支持。
除法定福利外，致力於提供更友善的工作環境與富人情味的公司福利!

【健康是一切的根本】
    1. 免費意外險保障並可自費加碼疾病醫療與癌症險保障。
    2. 眷屬能以些許自費加入公司團險，享受萬元以上保障。
    3. 優於法令，每年提供精密儀器免費健康檢查。

【獎勵才是努力的動力】
    1. 績效獎勵就是要讓優秀員工賺得到錢! 除年終獎金，多種職務都設有優渥的獎金制度。
    2. 員工免扣福利金，即享有端午禮金、中秋禮金、生日禮金、生育津貼…等福利。
    3. 服務區(新北、桃、竹、苗、台中、高雄)，享有超優惠寬頻網路與有線電視方案。

【在TBC舞台成就豐富職涯】
    TBC是一個築夢踏實的群體，我們勇於接受各種挑戰，也提供優良學習平台，透過線上E-Learning、分享會、教育訓練課程補助…等，輔以開放溝通的組織文化，讓優秀的你在TBC成就個人的職涯。"|新北市土城區|2025-04-02|https://www.104.com.tw/job/8obu4?jobsource=m_index_s|35000
數據分析師|【台中】市場調查專員|"【數據分析與呈現並解決商務問題】
1. 負責收集自行車產業、二輪產業、微出行產業、資訊整理和分析數據，提供準確的數據洞察和策略方向。
2. 需要掌握如SQL、EXCEL、R或Python等數據處理工具，並具有使用統計方法進行數據分析的能力。
3.  需要掌握如EXCEL、BI工具等數據視覺化工具，以便能將複雜的數據以易於理解或視覺化的方式呈現給決策者或非技術人員。
4. 官網流量分析方面，與Marcom協作，透過Google Analytics(GA)的設定並收集用戶使用行為數據，以支持後續的行為分析與SEO優化。
5. 以實務應用角度觀察分析數據結果，並提出具體的解決方案。 

【營運優化及產品建議】
1. 需要對自行車產業、二輪產業、微出行產業知識、行銷與業務流程有深入的理解，以便將數據分析應用於實際問題。
2. 利用外部行銷資料庫(如各國海關進出口數據)來追蹤與分析企業/產品行銷活動之經營成效以及競爭對手/競品分析。
3. 能從業務的角度來理解和解釋數據，並能提出基於數據的解決方案。

【提出解決方案的簡報能力】
1. 關注數字的細節和準確性
2. 須能自行利用POWERPOINT等套裝工具:製作、排版、闡述簡報，以有效呈現結果。
3. 需擅長口頭與書面的溝通表達包含撰寫報告和進行提案簡報。
"|月薪40,000~50,000元|2年以上|大學以上|Python, MS SQL, Excel, PowerPoint, Google Analytics, Google Tag Manager, SEO|"獎金禮品｜年終獎金（按公司營運、盈餘狀況及員工個人績效而定）
　　　　　節日禮金（勞動節禮金、中秋節禮金等）
　　　　　生日禮金
休閒活動｜每月舉辦慶生會，享用生日餐
　　　　　樂活社活動
　　　　　家庭日活動
健康檢查｜員工定期健康檢查
各項補助｜旅遊補助
　　　　　運動補助
　　　　　婚喪補助
　　　　　全台特約商店、飯店消費折扣
彰化廠區｜員工制服、免費午餐

※備註：以上所載之薪資福利事項，悉依勞動契約書及工作規則辦理。爾後如有調整，依調整後規定辦理。"|台中市西屯區|2025-04-02|https://www.104.com.tw/job/8m8qu?jobsource=m_index_s|40000
數據分析師|產品企劃專員|"工作內容:
1. 糕餅業相關食品市場調查及分析，並提出開發建議，制定新
   產品上市計畫。
2. 跨部門溝通協調，以利開發專案之執行，同時確認產品本身
   及外包裝等符合法規規範。
3. 確認採購價之合理性，並擬定產品訂價策略。
4. 進行產品上架前置作業，透過產品描述撰文、產品情境攝影 
   設定、行銷文案書寫。
5. 提供行銷部搜集資料，供行銷部進行短中長期行銷宣傳策
   略，並以產品負責人角度給予產品亮點建議。
6. 持續追蹤、協調、維護、陪伴負責的生產夥伴與產品。
7. 進行消費者需求調查與市場趨勢蒐集，提供開發建議
8. 庶務處理，協助部門事務進度追蹤。
9. 其他主管交辦事項。

"|月薪38,000~45,000元|不拘|高中、專科、大學||"◆法定義務:勞保、健保、勞退提撥、就保、職災保險
休假制度
行政部門、業務部門台北辦公室周休二日、工廠及門市人員排休(月休8-9天)、
特休假、家庭照顧假、男性同仁陪產假、女性同仁生理假、產檢假、產假、育嬰假
◆ 獎金 / 禮品類
年終獎金(依照公司營運績效及個人出缺勤狀況等考核，每年農曆年前決定是否發放)
端午節禮金、中秋節禮品或禮金、春節禮金
季績效獎金
生日禮金
伙食津貼
主管職務津貼
◆ 福利
不定時新產品試吃
公司商品享員工折扣優惠
每一年度員工健康檢查
員工制服(工廠、門市)
員工介紹獎金
春酒聚餐
開工紅包

"|新北市五股區|2025-04-02|https://www.104.com.tw/job/8mcr1?jobsource=m_index_s|38000
數據分析師|資深資料工程師 / Senior Database Administrator|"We are a dynamic game development company dedicated to creating engaging and innovative gaming experiences through our proprietary brands. Our primary focus is on integrating our services with third-party operators and platforms, allowing players worldwide to enjoy our games. We are currently expanding our data management capabilities to support our back-office reporting and business analytics.

# Responsibilities
1. Design and implement database architecture utilizing PostgreSQL for transactional data and MongoDB/DynamoDB for session and game round data.
2. Develop and maintain strategies for data lifecycle management, including procedures for migrating data from hot to cold storage.
3. Set up and optimize data warehousing solutions using technologies such as AWS Redshift or Apache Iceberg.
4. Prepare and maintain data structures to support BI initiatives with tools like Tableau.
5. Monitor database performance, troubleshoot issues, and implement optimization strategies to ensure efficiency.
6. Identify and resolve database deadlocks and other performance bottlenecks.
7. Implement high-availability solutions for business-critical databases.
8. Design and maintain robust backup and recovery procedures.
9. Work closely with development teams to optimize database queries and schema designs.
10. Document database architecture, procedures, and best practices for future reference and compliance.

# Qualifications
1. Bachelor's degree in Computer Science, Information Technology, or a related field.
2. 5+ years of experience as a Database Administrator.
3. Strong expertise in PostgreSQL administration, optimization, and SQL query optimization.
4. Experience with NoSQL databases, specifically MongoDB and/or DynamoDB.
5. Proven experience with AWS cloud services, particularly RDS and Redshift.
6. Knowledge of data warehousing concepts, their implementation, and experience with BI tools like Tableau or similar platforms.
7. Strong understanding of database security best practices and experience with database monitoring and alerting tools.
8. Familiarity with Apache Iceberg or other data lake solutions.
9. Understanding of data protection and privacy regulations.
10. Proficiency with automation and scripting for database management tasks.
11. Certification in relevant database technologies.
12. Excellent English communication skills, both written and verbal.
13. Experience in the gaming or iGaming industry is a plus."|年薪1,170,000~1,755,000元|5年以上|專科以上||"Awesome Compensation & Rewards
✓ Guaranteed 13 Months Salary Package
✓ Birthday Treats & Paid Time Off
✓ Festive Rewards
✓ Marriage Celebration Bonus
✓ Milestone Awards for Long Service

Time for Rest & Recharge
✓ 12+ Days of Annual Vacation Bliss
✓ 12 Days of Fully-Paid Sick Leave
✓ Maternity/ Paternity Perks
✓ Bereavement Condolences Support

Health & Happiness Perks
✓ Premium Work Equipment and Workstations
✓ Annual Health Check-Up to stay in top shape
✓ Group Insurance for Peace of mind
✓ Monthly Office Snacks & Goodies

Fun, Fun, Fun!
✓ Seasonal Company Hangout Events
✓ Epic Year-End Party
✓ Regular Team Hangouts to bond and relax

Grow & Learn
✓ Training & Education Subsidies
✓ Professional English Lessons - Time to finally hone your English skills!
✓ Diverse Office Culture

And the best part... We only work on interesting projects that are guaranteed to be fun!

* Perks apply to official employees only!"|台北市中正區|2025-04-02|https://www.104.com.tw/job/8k9z9?jobsource=m_index_s|97500
數據分析師|【南科/外商/半導體設備商】Data Analyst/生產管理數據分析 #Tableau#Python  (HCS_1167)|"#前四大半導體設備商 #外商公司
#長期派遣職 #轉正機會

【工作內容】
1. 負責改善專案的開發，維護現有已建置完成的系統程式，提供分析、設計以及程式撰寫
2. 延伸原有程式功能及規模已達更大效益，設計變更管理、問題分析與排除
3. 協助設計新的程式或系統來支援供應鏈團隊，以提升作業效率.
4. 物料需求管理及規劃
5. 具備以下程式語言或軟體操作:SQL、Tableau、Python、熟悉資料庫
6. 完成主管交派事項

【其他】
1. 具有以下相關證照者佳:Python、Office Expert、SAP、網頁設計
2. 具資料庫控管經驗者加分
3. 具備跨廠別執行與溝通能力
4. 長期派遣職/一年一聘/視表現狀況有轉正機會

"|月薪48,000元以上|1年以上|大學、碩士|Python, Tableau||台南市新市區|2025-04-02|https://www.104.com.tw/job/8o3iz?jobsource=m_index_s|48000
數據分析師|【ADB 數位行銷】行銷資料分析師|"【工作內容/技能專長】
1.熟悉網路行銷生態（各廣告渠道、論壇、媒體、KOL/網紅、短影音等）。

2.深入理解GA4及其分析功能，提出品牌優化方案，包括用戶行為分析、顧客轉換最佳路徑、挖掘熱銷潛力產品/組合、分析各渠道效益等。

3.精通Looker Studio，能夠建立自動化客製視覺化報告，包括關鍵績效指標(KPI)、各渠道詳細數據、行銷漏斗、RFM模型等。

4.瞭解Ahrefs、SimilarWeb等工具，進行深入的市場分析、競爭分析和產業研究，掌握品牌機遇、市場趨勢。

5.溝通/撰寫能力強，能夠產出清晰且具有說服力的市場調研報告，將分析結果轉化為實際的商業策略和建議。

6.能夠與跨部門團隊合作，清晰定義客戶品牌的當前需求，提供策略建議，並持續追蹤和優化成果。


【條件要求】
✓ 抗壓力、溝通協調力佳、EQ好、積極正向
✓ 善於溝通、良好的理解與溝通能力
✓ 反應力佳，處事靈活度高
✓ 心思細膩、時間管理能力佳
✓ 目標導向工作，具備自我成長導向與自我解決問題能力
✓ 注重團隊合作，一群人可以一起走得更遠
✓ 細心且負責的工作態度，把事情做對做好很重要
✓ 熟悉辦公軟體：Excel、Keynote/PowerPoint


【我們提供】
✓ 友善的工作環境和友好的團隊氛圍。
✓ 良好的職業發展機會，您可以在數位行銷領域不斷成長！
✓ 輔導考取Google、Facebook、LINE...等媒體專業認證，提升職場競爭力！


【加分項目】
1.具備Facebook認證、Google Ads認證、Google Analytics認證
2.具備Facebook企業平台授權、像素API埋設等相關專業知識

＊本職缺需自備筆電 (提供補貼金額，依年資：2~5K/年)


【About Us】
ADBest 為數位行銷公司，擁有各大領域經典案例 （如：民生消費用品類、餐飲類、食品類、美妝類、服飾類、3C商品類等）；更協助客戶打造質感品牌。（如：資生堂、SABON、SKII、專科、SIRO、饗食天堂、Panasonic等）

在這裡你可以自在與團隊夥伴一起合作，參與品牌規劃整體行銷策略，我們喜歡你挑戰新事物、喜歡你大膽提出創意，讓想法變成踏實的執行方案！

若對職缺有興趣，請寄送簡介、履歷，至service@adbest.com.tw、rogerhuang@adbest.com.tw（我們將會進一步與您聯繫！）


【公司工作環境】
上班時間：9:30AM~18:30PM（中間休息一小時）
地點：捷運『忠孝復興站』5號出口走路 2 分鐘（台北市大安區復興南路一段129號7樓）
"|月薪40,000~50,000元|1年以上|專科、大學、碩士|Excel, PowerPoint, Tableau, Google Analytics, Google Tag Manager, SimilarWeb, Google Data Studio|"【重視工作與生活平衡】
◆ 彈性上班制度：上午10點前上班、下午6點後下班，避開通勤高峰，睡飽再出門，工作效率更高！
◆ 午休時間：午休1.5小時，讓您吃完午餐還能小憩一下補充體力！下午精神滿滿，工作更有力！
◆ 公司位置：捷運「忠孝復興站」走路 2 分鐘，上班超便利！下班直奔東區，享受人氣美食

【全方位成長，邁向更卓越的自己！】
◆ 企業教育訓練：產業資深老師親授，帶您掌握最新趨勢、快速提升實力！
◆ 線上課程培訓：豐富的線上資源，讓您持續進修，累積專業競爭力。
◆ 晉升成長計畫：提供指導與成長機會，助您邁向更高階的職涯發展！
◆ 例會交換情報：每週例會，與團隊共享最新趨勢與資訊。

【好禮滿滿，感謝您的付出】
◆ 三節禮金：發放三節禮金/禮盒，三節假日加倍開心！
◆ 年終獎金：努力值得肯定，年終獎金感謝您的付出
◆ 生日假：您的生日，就是您的專屬假日！當月自由選一天放假！
◆ 年終尾牙摸彩：美食、抽獎、娛樂，一起嗨翻歲末！

【安心保障，無後顧之憂】
◆ 健康檢查：工作滿一年即享有免費定期健康檢查，關心您的身體健康
◆ 安心保險：勞保、健保保險雙重保障，讓您無憂無慮
◆ 勞退金提撥：依法提撥，為您的未來生活做好準備

【美食滿滿，活力滿點】
◆ 每月零食津貼：休息區隨時有吃不完的好吃零食，上班時絕對不讓您肚子餓，活力滿滿！
◆ 驚喜下午茶：工作忙碌之餘，來點甜點與茶飲，工作心情更愉快！
◆ 不定期公司聚餐：吃好吃滿，與同事一起享受美食、共聚歡樂時光
◆ 便當族友善環境：提供冰箱、電鍋、微波爐，讓您輕鬆冷藏加熱美味餐點

【超值補助驚喜，讓工作/生活更升級！】
◆ 每年3C產品補助：外接大螢幕、硬碟、人體工學滑鼠等設備，讓您輕鬆入手，辦公體驗更舒適！
◆ 每年旅遊補助：不只努力工作，也要好好享受生活！（＊補助與家人、朋友也可使用），無論是出國旅行、或是國內放鬆，讓您的假期更豐富愉快！
◆ Team Building ：每季運動、桌遊、電影等豐富多元的團隊活動，讓您和夥伴一起放鬆、增進默契，打造更有活力的工作氛圍！

最重要的是，您將與一群超優秀、親切、專業滿分的夥伴共事！每天都有新挑戰，讓您在專業上不斷進步，收穫滿滿的成長與成就！"|台北市大安區|2025-04-02|https://www.104.com.tw/job/893g3?jobsource=m_index_s|40000
數據分析師|D171 通路績效分析人員(可部分遠端工作)|"1. 通路銷售管理與通路績效制度規劃
2. 通路KPI設定與達成追蹤
3. 通路獎佣金設計與管理
4. 通路銷售管理指標統與統計分析
5. 新合作通路專案規劃與執行

【薪資待遇】月薪34,000元~53,000元，依績效另有豐厚年終獎金與員工紅利。"|月薪34,000~53,000元|不拘|不拘|Tableau|"**台灣大哥大榮獲Yourator 2024雇主品牌大賞金獎**
**台灣大哥大榮獲2025夢幻跳槽企業「高科技產業」前10名**
**台灣大哥大榮獲104人力銀行百大雇主及最佳吸引力獎**
**台灣大哥大榮獲2024 IT Matters Awards「最佳IT雇主獎」**

員工是台灣大哥大最寶貴的資產，我們落實以績效為依歸的薪酬獎勵措施(pay for performance)，提供極具市場競爭力的薪資、年終獎金等激勵性獎酬，並提供完善的福利、性別平等的工作機會和教育訓練制度，同時也鼓勵員工自我實現，滿足自我成長。

【薪資與福利】
薪資制度： 
1.	以績效為依歸的薪酬獎勵措施，依據績效表現發放年終獎金等激勵性獎酬
2.	每年參與薪資調查，瞭解業界情形，讓薪資具有市場競爭力

福利措施：公司妥善規劃及提供員工各項福利措施
1.	除依法應提供之勞健保、勞退外，另有員工及眷屬團體保險(公司全額補助)
2.	優於法令規定之產假(女性員工分娩前後，可申請產假8週；到職滿六個月以上者，得申請產假10週)、每年6日不扣薪病假、喪假等
3. 	每胎新生兒補助6萬元生育津貼、6歲以下子女每年補助1萬元育兒津貼
4.	婚喪喜慶補助及傷病急難救助：生日禮金、結婚禮金、喪殯慰問、住院慰問、急難救助
5.	三節禮券
6.	自選式福利方案：電子禮券、國內/外旅遊、員工進修、子女教育、團險自費加保、強身健體等補助
7.	社團活動、家庭日及年終尾牙活動
8.	集團員工自費保險計劃(壽險及產險)及房屋/信用貸款等優惠措施
9.	員工持股信託方案，由員工及公司定額相對提撥購買公司股票
10.	員工每月定額通話費補助、員購優惠方案
11.	定期員工健康檢查、員眷健檢優惠方案
12.	特約商店、渡假飯店、運動中心、遊樂園、旅行社等簽約優惠
13.	免費紓壓肩頸按摩服務
14.	資深員工獎勵

【學習與發展】 
我們有完善的訓練發展及升遷制度，包括：
1.	新進同仁完善教育訓練及mentor制度
2.	個人職能訓練、管理職能訓練、專業技能訓練
3.	國內外進修機會(獎助學金補助) 
4.	每年定額員工個人進修補助
5.     管理及研發/技術職雙軌制職涯發展路徑

我們實施： 
1.	常規居家上班制度
2.     彈性工時
3.     「與Jamie有約」活動，同仁發想提案，定期與總經理互動交流
4.     「跨部門工作社團」計畫，同仁可參與有興趣的跨公司、跨部門專案

您心動了嗎！歡迎您加入我們！ 
請詳見 https://hrweb.taiwanmobile.com/TWMHRMS/forms/JobType.aspx"|台北市信義區|2025-04-02|https://www.104.com.tw/job/7c54u?jobsource=m_index_s|34000
數據分析師|【Uber總部】Operations Specialist(Driver Growth & Experience)|"【Essential Function】
• Plan and execute projects related to driver growth and/or experience in Taiwan
• Conduct regular research to understand drivers’ mentality
• Optimize the conversion experience by identifying and resolving driver frictions
• Update and maintain driver microsite 


【Requirements】
• 2+ years of work experience in operations, business consulting, finance or similar analytical role
• Strong track record of being a respected operational problem solver
• Must be highly organized with strong attention to details
• Customer-focused and creative
• Self-starter who is capable to work on multiple assignments
• Ability to take initiative in a constantly-changing work environment


【We hope you have skills like】
• Ability to multitask, set priorities, and manage time effectively
• Ability to leverage data to inform and support critical decisions
• Analytical and detail-oriented
• Strong verbal and written communication skills
• Strong interpersonal skills to work with cross-functional teams
• Advanced in SQL, Excel and PowerPoint
• Fluent in English and Chinese


【Salary】
42,000(negotiable) "|月薪42,000元以上|不拘|大學以上|||台北市信義區|2025-04-02|https://www.104.com.tw/job/89i3f?jobsource=m_index_s|42000
數據分析師|【全台最大保全集團_統計分析管理師】享超優薪資福利/地點佳 LL|"【工作內容】

1.數據收集及分析績效
2.分析業績指標及銷售目標達成狀況
3.核算獎金
4.報表製作

#2025年6月搬遷至南港

【福利制度】
◆ 分紅
視營運狀況發給員工紅利
◆ 獎金 / 禮品
端午、中秋及年終獎金
三節禮金或禮品
生日禮金或禮品
◆ 保險
除法定勞保、健保外，另有團體醫療保險
◆ 休閒、運動
籃球、羽球、電影社等社團活動及體適能中心
◆ 制度類
完整的職前及在職訓練，年度晉升審查辦法，業績獎勵辦法，人才介紹獎金，分公司儲備經理之甄選與訓練辦法等
◆ 休假制度
每週調移休息二日〈部分營業、服務、客服人員為排班制〉，有特休、陪產假、及法令規範之假別。
◆ 其他福利
健康檢查、結婚禮金、社團補助、員工及子女教育獎助學金、住院慰問金，及每年親子活動等"|月薪45,000元以上|不拘|大學以上|||台北市大同區|2025-04-02|https://www.104.com.tw/job/8ijff?jobsource=m_index_s|45000
數據分析師|BNPL數據分析人員 (可遠端工作)|"「大哥付你分期」為先買後付(BNPL)服務，致力於為數百萬用戶提供靈活、安全且創新的支付體驗。我們正尋找一位專業的數據分析人員，專注於信用風險模型的開發與維運，並透過數據驅動的洞察，協助提升授信效率與準確性。在這個角色中，您將與信用風險團隊及其他跨部門單位緊密合作，為業務提供決策支持。
【工作內容】
1.開發與優化信用風險模型： 
    負責「大哥付你分期」的額度模型維護與規則優化，確保模型穩定性與合適性。
    根據業務需求，建立新的額度模型以支持業務發展。
2.自動化AI審件流程建置： 
    分析並設計自動化AI審件流程，提升信用風險審查的效率與準確性。
3.用戶數據分析： 
    分析用戶的電信行為與相關數據，提取風險特徵，建立用於預測信用風險的模型。
    提供數據支持以優化授信條件與策略。



【薪資待遇】月薪34,000元~53,000元，依績效另有豐厚年終獎金與員工紅利。"|月薪34,000~53,000元|2年以上|不拘||"**台灣大哥大榮獲Yourator 2024雇主品牌大賞金獎**
**台灣大哥大榮獲2025夢幻跳槽企業「高科技產業」前10名**
**台灣大哥大榮獲104人力銀行百大雇主及最佳吸引力獎**
**台灣大哥大榮獲2024 IT Matters Awards「最佳IT雇主獎」**

員工是台灣大哥大最寶貴的資產，我們落實以績效為依歸的薪酬獎勵措施(pay for performance)，提供極具市場競爭力的薪資、年終獎金等激勵性獎酬，並提供完善的福利、性別平等的工作機會和教育訓練制度，同時也鼓勵員工自我實現，滿足自我成長。

【薪資與福利】
薪資制度： 
1.	以績效為依歸的薪酬獎勵措施，依據績效表現發放年終獎金等激勵性獎酬
2.	每年參與薪資調查，瞭解業界情形，讓薪資具有市場競爭力

福利措施：公司妥善規劃及提供員工各項福利措施
1.	除依法應提供之勞健保、勞退外，另有員工及眷屬團體保險(公司全額補助)
2.	優於法令規定之產假(女性員工分娩前後，可申請產假8週；到職滿六個月以上者，得申請產假10週)、每年6日不扣薪病假、喪假等
3. 	每胎新生兒補助6萬元生育津貼、6歲以下子女每年補助1萬元育兒津貼
4.	婚喪喜慶補助及傷病急難救助：生日禮金、結婚禮金、喪殯慰問、住院慰問、急難救助
5.	三節禮券
6.	自選式福利方案：電子禮券、國內/外旅遊、員工進修、子女教育、團險自費加保、強身健體等補助
7.	社團活動、家庭日及年終尾牙活動
8.	集團員工自費保險計劃(壽險及產險)及房屋/信用貸款等優惠措施
9.	員工持股信託方案，由員工及公司定額相對提撥購買公司股票
10.	員工每月定額通話費補助、員購優惠方案
11.	定期員工健康檢查、員眷健檢優惠方案
12.	特約商店、渡假飯店、運動中心、遊樂園、旅行社等簽約優惠
13.	免費紓壓肩頸按摩服務
14.	資深員工獎勵

【學習與發展】 
我們有完善的訓練發展及升遷制度，包括：
1.	新進同仁完善教育訓練及mentor制度
2.	個人職能訓練、管理職能訓練、專業技能訓練
3.	國內外進修機會(獎助學金補助) 
4.	每年定額員工個人進修補助
5.     管理及研發/技術職雙軌制職涯發展路徑

我們實施： 
1.	常規居家上班制度
2.     彈性工時
3.     「與Jamie有約」活動，同仁發想提案，定期與總經理互動交流
4.     「跨部門工作社團」計畫，同仁可參與有興趣的跨公司、跨部門專案

您心動了嗎！歡迎您加入我們！ 
請詳見 https://hrweb.taiwanmobile.com/TWMHRMS/forms/JobType.aspx"|台北市信義區|2025-04-02|https://www.104.com.tw/job/8mbub?jobsource=m_index_s|34000
數據分析師|數據分析師|"對內與公司各部門合作，從資料出發，發現資料中隱含之潛力與價值，進而提出具有建設性的建議，負責公司數位轉型、資料驅動、人工智慧專案、可信賴人工智慧的開發，包含數位決策、挖掘資料價值、以及系統落地與執行等。

1. 資料結構分析: 釐清資料定義、剖析資料特性、整合資料、資料視覺化 
2. 問題的定義和判別: 發掘與分析問題，提出觀察與建議，並與團隊合作
3. 研究及執行可數據驅動的解決方案: 分析並建構研發、製造、營銷、管理等數據指標

※依學經歷背景敘薪
"|月薪32,000~40,000元|不拘|大學、碩士|C++, PostgreSQL|"★豐富薪酬&獎金★-多項獎金將依據公司營運狀況及個人貢獻多寡發放：
1.農曆年前發放-年終獎金
2.年中發放-紅利獎金
3.勞動節禮金、端午節獎/禮金、中秋節獎/禮金。
4.專案獎金發放：依技術、新產品專案結案成效發放結案獎金。
5.模範員工表揚獎勵
6.專業證照加給
★完善保險/假勤★
1.勞保
2.健保
3.勞退金提撥6%
4.職災保險
5.海外(派)人員定期返台假
6.優於法令免費健康檢查
7.國小一年級給薪陪學假
8.其他休假制度均依勞基法及相關法令
★享樂休閒生活★
1.年終尾牙摸彩
2.年度國內&國外旅遊補助
3.部門聚餐(每年二次)
4.年度家庭日
5.年度CSR公益活動
6.社團活動(瑜珈社、健行社、桌球社..等)
7.運動中心(桌球、羽球、撞球..等)
8.不定期節慶活動(聖誕節交換禮物、體適能活動..等)
★完善制度環境★
1.衣：提供員工夏季/冬季制服。
2.食：擁有員工餐廳、免費加班點心。
3.行：免費室內汽、機車停車場、身障/孕期專用停車位、溫馨哺乳室。
★員工訓練&發展★
1.教育訓練：各項員工在職教育訓練，並全額補助外部專業訓練。 
2.良好的晉升機制，每半年進行人員晉升。
3.年度調薪機制
★其他福利獎金★
1.生日禮金
2.員工久任獎金(5年、10年)
3.特約商店打折優惠
4.員工提案獎金
★補助類★
1.結婚禮金
2.生育津貼、托兒措施補助
3.喪葬補助
4.住院慰問金

追蹤粉絲專頁瞭解更多: https://www.facebook.com/ShaYangYeRecruiting/"|桃園市桃園區|2025-04-02|https://www.104.com.tw/job/8l0ud?jobsource=m_index_s|32000
